日期,内容
2020-02-21,谢谢！
2020-02-21,中文很好啊
2020-02-21,感谢
2020-02-21,这大凌晨的脑子混乱了
2020-02-21,我忘词了。。。
2020-02-21,卡壳了
2020-02-21,。。
2020-02-21,韩国标配kf94
2020-02-21,思密达
2020-02-21,儿化音
2020-02-21,感谢
2020-02-21,感谢
2020-02-21,他汉语为啥没口音
2020-02-21,字斟句酌23333
2020-02-21,很标准，口音不浓
2020-02-21,大叔有点帅啊
2020-02-21,谢谢国际友人
2020-02-21,如果不是停顿，我没听出来是个外国人。。。。
2020-02-21,中文可以的
2020-02-21,我靠？
2020-02-21,突击检查没准备
2020-02-21,没词儿哈哈
2020-02-21,勇气可嘉
2020-02-21,中文可以啊
2020-02-21,中文说的很好！
2020-02-21,能用中文说不错啦
2020-02-21,这普通话也太准了，刚开始那两句真的不觉得是韩国人，我广东人觉得惭愧
2020-02-21,这中文不错阿
2020-02-21,感谢
2020-02-21,感谢！
2020-02-21,忘词
2020-02-21,谢谢
2020-02-21,中文挺标准的
2020-02-21,脑海中搜索词汇…
2020-02-21,感谢
2020-02-21,1
2020-02-22,谢谢
2020-02-22,同款口罩
2020-02-22,感谢
2020-02-22,中文很标准啊
2020-02-22,谢谢你此时来到武汉！
2020-02-22,谢谢！
2020-02-22,记者：大哥说快点，话筒举着有点累！
2020-02-22,像极了学外语的自己
2020-02-22,口音还是有的
2020-02-22,谢谢
2020-02-22,加油
2020-02-22,还带口音的普通话？好厉害了
2020-02-22,多抄点作业吧你们也开始了
2020-02-22,中文不错，我不会韩语
2020-02-22,不小心看成姜承録了……
2020-02-22,像我藏族同学说话的感觉
2020-02-22,高丽人本来就是中原过去的
2020-02-22,希望亚洲所有国家团结一起共同发展富强
2020-02-22,中文好好
2020-02-22,哈哈哈
2020-02-22,好厉害
2020-02-22,kf94
2020-02-22,我觉得韩国做的比日本好，但是反响不如日本呢
2020-02-22,感谢
2020-02-22,啊？这么标准？
2020-02-22,萨德呢？这对我们很重要的。
2020-02-22,KF94确实不错
2020-02-22,中文好棒
2020-02-22,我怀疑你是中国人
2020-02-22,可能这批物资明天就得还回去了，今天韩国确证了好多人，国外第二疫情国了
